left,right,centroid_l2,centroid_cosine,std_profile_l2,std_profile_cosine,covariance_frobenius
attention_cnn_hybrid,mlp_mixer_transnet,13.099879264831543,0.027836311608552933,3.552076816558838,0.9951210618019104,12.144497871398926
attention_cnn_hybrid,resnet_cnn_residual,490.93695068359375,-0.003616000059992075,7.9100775718688965,0.9358524680137634,26.805448532104492
attention_cnn_hybrid,resnet_hybrid,41.80702590942383,-0.009000739082694054,22.661453247070312,0.9933304786682129,127.07247161865234
attention_cnn_hybrid,resnet_transnet,13.425036430358887,0.03240066021680832,12.00519847869873,0.9888792037963867,64.63658142089844
attention_cnn_hybrid,sparse_resnet_cnn_residual,471.6342468261719,-0.0313103087246418,7.408577919006348,0.9371981024742126,25.704952239990234
attention_cnn_hybrid,sparse_resnet_hybrid,41.04848098754883,0.013549881055951118,21.386581420898438,0.9929200410842896,119.4555892944336
attention_cnn_hybrid,sparse_resnet_transnet,13.38005542755127,0.06987205147743225,14.08560848236084,0.9869877696037292,78.6176986694336
attention_cnn_hybrid,swin_cnn_residual,158.7347869873047,-0.02395150251686573,4.282680511474609,0.9441454410552979,12.093262672424316
attention_cnn_hybrid,swin_hybrid,15.914977073669434,-0.00015437020920217037,1.987259864807129,0.9924872517585754,13.509075164794922
attention_cnn_hybrid,swin_transnet,12.785833358764648,-0.03453759104013443,3.528757095336914,0.9950413107872009,12.33674430847168
attention_cnn_hybrid,transnet_cnn_residual,282.0396728515625,0.015795398503541946,7.446927070617676,0.9155275821685791,24.30280303955078
attention_cnn_hybrid,transnet_hybrid,26.32772445678711,-0.06580879539251328,5.246405601501465,0.9939368963241577,25.571441650390625
attention_cnn_hybrid,transnet_transnet,14.464607238769531,-0.011056599207222462,6.258842468261719,0.9908205270767212,38.10554122924805
attention_cnn_transnet,cbam_cnn_cnn_residual,364.04754638671875,-0.023920558393001556,4.417142391204834,0.9434927701950073,22.53553009033203
attention_cnn_transnet,cbam_cnn_hybrid,31.843202590942383,0.024192247539758682,13.138875961303711,0.9939252138137817,78.0313720703125
attention_cnn_transnet,cbam_cnn_transnet,6.557314395904541,0.027620414271950722,15.007040977478027,0.9934393763542175,94.3414077758789
attention_cnn_transnet,clnet_cnn_residual,223.339111328125,-0.0527975894510746,4.483031272888184,0.9807218313217163,20.52220916748047
attention_cnn_transnet,clnet_hybrid,19.872713088989258,0.003527078777551651,3.903665065765381,0.9947460293769836,29.749114990234375
attention_cnn_transnet,clnet_transnet,3.4026927947998047,-0.010523220524191856,1.0831687450408936,0.9967106580734253,23.15435028076172
attention_cnn_transnet,cnn_cnn_residual,343.90557861328125,0.0380382239818573,3.8920602798461914,0.9569113850593567,24.159576416015625
attention_cnn_transnet,cnn_hybrid,33.3992805480957,-0.023754457011818886,14.34134578704834,0.9941039681434631,83.55004119873047
attention_cnn_transnet,cnn_transnet,5.167994022369385,0.006348998285830021,11.208646774291992,0.9960854649543762,68.17461395263672
attention_cnn_transnet,convnext_cnn_residual,680.8402099609375,-0.02067362330853939,42.07795333862305,0.7121398448944092,1633.0169677734375
attention_cnn_transnet,convnext_hybrid,34.360347747802734,0.03160383552312851,33.04397201538086,0.9902902841567993,209.62759399414062
attention_cnn_transnet,convnext_transnet,14.792136192321777,0.023453757166862488,15.10457706451416,0.9956218600273132,79.03329467773438
attention_cnn_transnet,crnet_cnn_residual,233.18576049804688,-0.03804086148738861,3.1665773391723633,0.9858169555664062,20.09917640686035
attention_cnn_transnet,crnet_hybrid,12.86600112915039,-0.006817909423261881,2.506666421890259,0.9956609606742859,28.6756591796875
attention_cnn_transnet,crnet_transnet,3.8354580402374268,0.01324443519115448,1.1746729612350464,0.9962418079376221,22.83510398864746
