rel_path,exp_dir,scheme,family,seed,encoder,decoder,adapter,epochs,batch_size,lr_init,weight_decay,pretrained_encoder,pretrained_decoder,teacher_code,lambda_recon,lambda_code,lambda_fc,lambda_recT,anchor_target,lambda_anchor,anchor_loss,lambda_code_mean,lambda_code_var,lambda_code_cov,lambda_code_l1,canonical_head,codewords_path,codewords_exists,best_ckpt_exists,log_lines,crashed,has_runtime_error,loaded_best_before_export,saved_codewords,best_nmse,best_epoch,latest_test_nmse,final_test_loss,final_test_nmse,complete,before_train_test_nmse,last_seen_epoch,target_epochs,last_train_recon_loss,last_code_loss,last_fc_loss,last_total_loss,last_adapter_rank,last_adapter_gate_mean,last_adapter_gate_std,last_adapter_down_norm,last_adapter_up_norm,last_adapter_bias_norm,last_adapter_W1_norm,last_adapter_W2_norm,last_adapter_lowrank_ratio,last_adapter_mlp_ratio,last_adapter_delta_ratio,last_val_recon_loss,last_adapter_gamma_mean,last_adapter_gamma_std,last_adapter_linear_norm,last_adapter_linear_ratio,last_adapter_W1_mean,last_adapter_W1_std,last_adapter_W2_mean,last_adapter_W2_std,last_teacher_recon_loss,last_anchor_loss,last_code_reg_loss
codebook1024_dct_reg/seed3407_transnet_transnet,exps/COST2100/in/encoder_canonical/codebook1024_dct_reg/seed3407_transnet_transnet,codebook1024_dct_reg,encoder,3407,transnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,,,dct,0.001,mse,0.0001,0.0,0.0001,0.0,codebook,exps/COST2100/in/encoder_canonical/codebook1024_dct_reg/seed3407_transnet_transnet/codewords/train_code.pt,True,True,10200,False,False,False,False,-14.799,260,-14.736,1.5167e-05,-14.736,True,-14.736,400.0,400.0,9.19e-06,,,1.5178e-05,,,,,,,,,,,,1.5178e-05,,,,,,,,,,0.099484,1.5702e-10
codebook1024_dct_reg/seed42_transnet_transnet,exps/COST2100/in/encoder_canonical/codebook1024_dct_reg/seed42_transnet_transnet,codebook1024_dct_reg,encoder,42,transnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,,,dct,0.001,mse,0.0001,0.0,0.0001,0.0,codebook,exps/COST2100/in/encoder_canonical/codebook1024_dct_reg/seed42_transnet_transnet/codewords/train_code.pt,True,True,10200,False,False,False,False,-14.846,310,-14.731,1.5178e-05,-14.731,True,-14.731,400.0,400.0,9.0567e-06,,,1.5121e-05,,,,,,,,,,,,1.5121e-05,,,,,,,,,,0.099526,1.8153e-10
codebook1024_dct_reg/seed796_transnet_transnet,exps/COST2100/in/encoder_canonical/codebook1024_dct_reg/seed796_transnet_transnet,codebook1024_dct_reg,encoder,796,transnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,,,dct,0.001,mse,0.0001,0.0,0.0001,0.0,codebook,exps/COST2100/in/encoder_canonical/codebook1024_dct_reg/seed796_transnet_transnet/codewords/train_code.pt,True,True,10200,False,False,False,False,-14.874,310,-14.764,1.5053e-05,-14.764,True,-14.764,400.0,400.0,9.1924e-06,,,1.5052e-05,,,,,,,,,,,,1.5052e-05,,,,,,,,,,0.10005,1.6046e-10
fixed_q/seed1024_transnet_transnet,exps/COST2100/in/encoder_canonical/fixed_q/seed1024_transnet_transnet,fixed_q,encoder,1024,transnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,,,none,0.0,mse,0.0,0.0,0.0,0.0,fixed_q_lowrank,exps/COST2100/in/encoder_canonical/fixed_q/seed1024_transnet_transnet/codewords/train_code.pt,True,True,10197,False,False,False,False,-21.671,400,-21.671,3.0722e-06,-21.671,True,-21.671,400.0,400.0,2.5537e-06,,,3.0556e-06,,,,,,,,,,,,3.0556e-06,,,,,,,,,,,
fixed_q/seed2026_transnet_transnet,exps/COST2100/in/encoder_canonical/fixed_q/seed2026_transnet_transnet,fixed_q,encoder,2026,transnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,,,none,0.0,mse,0.0,0.0,0.0,0.0,fixed_q_lowrank,exps/COST2100/in/encoder_canonical/fixed_q/seed2026_transnet_transnet/codewords/train_code.pt,True,True,10197,False,False,False,False,-20.863,400,-20.863,3.6941e-06,-20.863,True,-20.863,400.0,400.0,2.8131e-06,,,3.6926e-06,,,,,,,,,,,,3.6926e-06,,,,,,,,,,,
fixed_q/seed3407_transnet_transnet,exps/COST2100/in/encoder_canonical/fixed_q/seed3407_transnet_transnet,fixed_q,encoder,3407,transnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,,,none,0.0,mse,0.0,0.0,0.0,0.0,fixed_q_lowrank,exps/COST2100/in/encoder_canonical/fixed_q/seed3407_transnet_transnet/codewords/train_code.pt,True,True,10197,False,False,False,False,-20.528,400,-20.528,3.9971e-06,-20.528,True,-20.528,400.0,400.0,2.9194e-06,,,4.0127e-06,,,,,,,,,,,,4.0127e-06,,,,,,,,,,,
fixed_q/seed42_transnet_transnet,exps/COST2100/in/encoder_canonical/fixed_q/seed42_transnet_transnet,fixed_q,encoder,42,transnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,,,none,0.0,mse,0.0,0.0,0.0,0.0,fixed_q_lowrank,exps/COST2100/in/encoder_canonical/fixed_q/seed42_transnet_transnet/codewords/train_code.pt,True,True,10197,False,False,False,False,-20.025,380,-20.02,4.4919e-06,-20.02,True,-20.02,400.0,400.0,3.8596e-06,,,4.5009e-06,,,,,,,,,,,,4.5009e-06,,,,,,,,,,,
fixed_q/seed796_transnet_transnet,exps/COST2100/in/encoder_canonical/fixed_q/seed796_transnet_transnet,fixed_q,encoder,796,transnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,,,none,0.0,mse,0.0,0.0,0.0,0.0,fixed_q_lowrank,exps/COST2100/in/encoder_canonical/fixed_q/seed796_transnet_transnet/codewords/train_code.pt,True,True,10197,False,False,False,False,-21.351,400,-21.351,3.3107e-06,-21.351,True,-21.351,400.0,400.0,2.7455e-06,,,3.2975e-06,,,,,,,,,,,,3.2975e-06,,,,,,,,,,,
fixed_q_rank16/seed1024_transnet_transnet,exps/COST2100/in/encoder_canonical/fixed_q_rank16/seed1024_transnet_transnet,fixed_q_rank16,encoder,1024,transnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,,,none,0.0,mse,0.0,0.0,0.0,0.0,fixed_q_lowrank,exps/COST2100/in/encoder_canonical/fixed_q_rank16/seed1024_transnet_transnet/codewords/train_code.pt,True,True,10202,False,False,False,False,-21.863,400,-21.863,2.9375e-06,-21.863,True,-21.863,400.0,400.0,2.1011e-06,,,2.8605e-06,,,,,,,,,,,,2.8605e-06,,,,,,,,,,,
fixed_q_rank16/seed2026_transnet_transnet,exps/COST2100/in/encoder_canonical/fixed_q_rank16/seed2026_transnet_transnet,fixed_q_rank16,encoder,2026,transnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,,,none,0.0,mse,0.0,0.0,0.0,0.0,fixed_q_lowrank,exps/COST2100/in/encoder_canonical/fixed_q_rank16/seed2026_transnet_transnet/codewords/train_code.pt,True,True,10202,False,False,False,False,-22.846,400,-22.846,2.3499e-06,-22.846,True,-22.846,400.0,400.0,1.7678e-06,,,2.3064e-06,,,,,,,,,,,,2.3064e-06,,,,,,,,,,,
fixed_q_rank16/seed3407_transnet_transnet,exps/COST2100/in/encoder_canonical/fixed_q_rank16/seed3407_transnet_transnet,fixed_q_rank16,encoder,3407,transnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,,,none,0.0,mse,0.0,0.0,0.0,0.0,fixed_q_lowrank,exps/COST2100/in/encoder_canonical/fixed_q_rank16/seed3407_transnet_transnet/codewords/train_code.pt,True,True,10202,False,False,False,False,-22.411,400,-22.411,2.5893e-06,-22.411,True,-22.411,400.0,400.0,1.9661e-06,,,2.5449e-06,,,,,,,,,,,,2.5449e-06,,,,,,,,,,,
fixed_q_rank16/seed42_transnet_transnet,exps/COST2100/in/encoder_canonical/fixed_q_rank16/seed42_transnet_transnet,fixed_q_rank16,encoder,42,transnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,,,none,0.0,mse,0.0,0.0,0.0,0.0,fixed_q_lowrank,exps/COST2100/in/encoder_canonical/fixed_q_rank16/seed42_transnet_transnet/codewords/train_code.pt,True,True,10202,False,False,False,False,-21.924,400,-21.924,2.9022e-06,-21.924,True,-21.924,400.0,400.0,2.201e-06,,,2.8497e-06,,,,,,,,,,,,2.8497e-06,,,,,,,,,,,
fixed_q_rank16/seed796_transnet_transnet,exps/COST2100/in/encoder_canonical/fixed_q_rank16/seed796_transnet_transnet,fixed_q_rank16,encoder,796,transnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,,,none,0.0,mse,0.0,0.0,0.0,0.0,fixed_q_lowrank,exps/COST2100/in/encoder_canonical/fixed_q_rank16/seed796_transnet_transnet/codewords/train_code.pt,True,True,10202,False,False,False,False,-21.994,400,-21.994,2.8567e-06,-21.994,True,-21.994,400.0,400.0,2.2453e-06,,,2.8055e-06,,,,,,,,,,,,2.8055e-06,,,,,,,,,,,
fixed_q_rank16_code_reg/seed1024_transnet_transnet,exps/COST2100/in/encoder_canonical/fixed_q_rank16_code_reg/seed1024_transnet_transnet,fixed_q_rank16_code_reg,encoder,1024,transnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,,,none,0.0,mse,0.0001,0.0001,0.0001,0.0,fixed_q_lowrank,exps/COST2100/in/encoder_canonical/fixed_q_rank16_code_reg/seed1024_transnet_transnet/codewords/train_code.pt,True,True,10202,False,False,False,False,-22.321,400,-22.321,2.6414e-06,-22.321,True,-22.321,400.0,400.0,1.7145e-06,,,2.6182e-06,,,,,,,,,,,,2.6182e-06,,,,,,,,,,,2.2493e-06
fixed_q_rank16_code_reg/seed2026_transnet_transnet,exps/COST2100/in/encoder_canonical/fixed_q_rank16_code_reg/seed2026_transnet_transnet,fixed_q_rank16_code_reg,encoder,2026,transnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,,,none,0.0,mse,0.0001,0.0001,0.0001,0.0,fixed_q_lowrank,exps/COST2100/in/encoder_canonical/fixed_q_rank16_code_reg/seed2026_transnet_transnet/codewords/train_code.pt,True,True,10202,False,False,False,False,-22.186,400,-22.186,2.7301e-06,-22.186,True,-22.186,400.0,400.0,1.6835e-06,,,2.7115e-06,,,,,,,,,,,,2.7115e-06,,,,,,,,,,,2.2801e-06
fixed_q_rank16_code_reg/seed3407_transnet_transnet,exps/COST2100/in/encoder_canonical/fixed_q_rank16_code_reg/seed3407_transnet_transnet,fixed_q_rank16_code_reg,encoder,3407,transnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,,,none,0.0,mse,0.0001,0.0001,0.0001,0.0,fixed_q_lowrank,exps/COST2100/in/encoder_canonical/fixed_q_rank16_code_reg/seed3407_transnet_transnet/codewords/train_code.pt,True,True,10202,False,False,False,False,-22.741,400,-22.741,2.3994e-06,-22.741,True,-22.741,400.0,400.0,1.5601e-06,,,2.3791e-06,,,,,,,,,,,,2.3791e-06,,,,,,,,,,,2.2166e-06
fixed_q_rank16_code_reg/seed42_transnet_transnet,exps/COST2100/in/encoder_canonical/fixed_q_rank16_code_reg/seed42_transnet_transnet,fixed_q_rank16_code_reg,encoder,42,transnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,,,none,0.0,mse,0.0001,0.0001,0.0001,0.0,fixed_q_lowrank,exps/COST2100/in/encoder_canonical/fixed_q_rank16_code_reg/seed42_transnet_transnet/codewords/train_code.pt,True,True,10202,False,False,False,False,-22.146,400,-22.146,2.7507e-06,-22.146,True,-22.146,400.0,400.0,1.6476e-06,,,2.6993e-06,,,,,,,,,,,,2.6993e-06,,,,,,,,,,,2.2477e-06
fixed_q_rank16_code_reg/seed796_transnet_transnet,exps/COST2100/in/encoder_canonical/fixed_q_rank16_code_reg/seed796_transnet_transnet,fixed_q_rank16_code_reg,encoder,796,transnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,,,none,0.0,mse,0.0001,0.0001,0.0001,0.0,fixed_q_lowrank,exps/COST2100/in/encoder_canonical/fixed_q_rank16_code_reg/seed796_transnet_transnet/codewords/train_code.pt,True,True,10202,False,False,False,False,-22.132,400,-22.132,2.7616e-06,-22.132,True,-22.132,400.0,400.0,1.6434e-06,,,2.7171e-06,,,,,,,,,,,,2.7171e-06,,,,,,,,,,,2.2391e-06
fixed_q_rank16_pca/seed1024_transnet_transnet,exps/COST2100/in/encoder_canonical/fixed_q_rank16_pca/seed1024_transnet_transnet,fixed_q_rank16_pca,encoder,1024,transnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,,,pca,0.001,mse,0.0,0.0,0.0,0.0,fixed_q_lowrank,exps/COST2100/in/encoder_canonical/fixed_q_rank16_pca/seed1024_transnet_transnet/codewords/train_code.pt,True,True,10203,False,False,False,False,-13.093,270,-12.953,2.2858e-05,-12.953,True,-12.953,400.0,400.0,1.7527e-05,,,2.2882e-05,,,,,,,,,,,,2.2882e-05,,,,,,,,,,0.56245,
fixed_q_rank16_pca/seed2026_transnet_transnet,exps/COST2100/in/encoder_canonical/fixed_q_rank16_pca/seed2026_transnet_transnet,fixed_q_rank16_pca,encoder,2026,transnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,,,pca,0.001,mse,0.0,0.0,0.0,0.0,fixed_q_lowrank,exps/COST2100/in/encoder_canonical/fixed_q_rank16_pca/seed2026_transnet_transnet/codewords/train_code.pt,True,True,10203,False,False,False,False,-12.944,270,-12.85,2.3385e-05,-12.85,True,-12.85,400.0,400.0,1.7667e-05,,,2.3444e-05,,,,,,,,,,,,2.3444e-05,,,,,,,,,,0.56391,
fixed_q_rank16_pca/seed3407_transnet_transnet,exps/COST2100/in/encoder_canonical/fixed_q_rank16_pca/seed3407_transnet_transnet,fixed_q_rank16_pca,encoder,3407,transnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,,,pca,0.001,mse,0.0,0.0,0.0,0.0,fixed_q_lowrank,exps/COST2100/in/encoder_canonical/fixed_q_rank16_pca/seed3407_transnet_transnet/codewords/train_code.pt,True,True,10203,False,False,False,False,-13.121,260,-12.972,2.2744e-05,-12.972,True,-12.972,400.0,400.0,1.7284e-05,,,2.2855e-05,,,,,,,,,,,,2.2855e-05,,,,,,,,,,0.56256,
fixed_q_rank16_pca/seed42_transnet_transnet,exps/COST2100/in/encoder_canonical/fixed_q_rank16_pca/seed42_transnet_transnet,fixed_q_rank16_pca,encoder,42,transnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,,,pca,0.001,mse,0.0,0.0,0.0,0.0,fixed_q_lowrank,exps/COST2100/in/encoder_canonical/fixed_q_rank16_pca/seed42_transnet_transnet/codewords/train_code.pt,True,True,10203,False,False,False,False,-13.086,200,-12.874,2.328e-05,-12.874,True,-12.874,400.0,400.0,1.7448e-05,,,2.3397e-05,,,,,,,,,,,,2.3397e-05,,,,,,,,,,0.55825,
fixed_q_rank16_pca/seed796_transnet_transnet,exps/COST2100/in/encoder_canonical/fixed_q_rank16_pca/seed796_transnet_transnet,fixed_q_rank16_pca,encoder,796,transnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,,,pca,0.001,mse,0.0,0.0,0.0,0.0,fixed_q_lowrank,exps/COST2100/in/encoder_canonical/fixed_q_rank16_pca/seed796_transnet_transnet/codewords/train_code.pt,True,True,10203,False,False,False,False,-13.123,220,-12.909,2.3095e-05,-12.909,True,-12.909,400.0,400.0,1.7451e-05,,,2.3137e-05,,,,,,,,,,,,2.3137e-05,,,,,,,,,,0.55434,
